module_name,object_name,stream,symbol_size,source_file_count,range_section,range_offset,range_size,flags
<REPO_ROOT>\build\obj\Release\battlezone\UI_Selectlist.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_Selectlist.obj,507,26124,132,1,2046160,186,0
<REPO_ROOT>\build\obj\Release\battlezone\UI_Slider.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_Slider.obj,508,2724,111,1,2046352,505,0
<REPO_ROOT>\build\obj\Release\battlezone\UI_Text.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_Text.obj,509,3556,115,1,2047520,277,0
<REPO_ROOT>\build\obj\Release\battlezone\UI_TextBlock.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_TextBlock.obj,510,20408,130,1,2053072,171,0
<REPO_ROOT>\build\obj\Release\battlezone\UI_TextEntry.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_TextEntry.obj,511,5212,120,1,2053248,475,0
<REPO_ROOT>\build\obj\Release\battlezone\UI_TextPopup.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_TextPopup.obj,512,3236,123,1,2054752,1118,0
<REPO_ROOT>\build\obj\Release\battlezone\UI_UserBar.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_UserBar.obj,513,6352,124,1,2056384,1410,0
<REPO_ROOT>\build\obj\Release\battlezone\UI_View.obj,<REPO_ROOT>\build\obj\Release\battlezone\UI_View.obj,514,27652,144,1,2068208,103,0
<REPO_ROOT>\build\obj\Release\battlezone\base64.obj,<REPO_ROOT>\build\obj\Release\battlezone\base64.obj,515,824,13,1,21008,29,0
<REPO_ROOT>\build\obj\Release\battlezone\cmdline.obj,<REPO_ROOT>\build\obj\Release\battlezone\cmdline.obj,516,2048,9,1,2068320,1539,0
<REPO_ROOT>\build\obj\Release\battlezone\Dbgdisp.obj,<REPO_ROOT>\build\obj\Release\battlezone\Dbgdisp.obj,517,140,24,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\Dbghash.obj,<REPO_ROOT>\build\obj\Release\battlezone\Dbghash.obj,518,140,3,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\Dbgmem.obj,<REPO_ROOT>\build\obj\Release\battlezone\Dbgmem.obj,519,140,7,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\Debug.obj,<REPO_ROOT>\build\obj\Release\battlezone\Debug.obj,520,4464,5,1,2070080,87,0
<REPO_ROOT>\build\obj\Release\battlezone\dmemory.obj,<REPO_ROOT>\build\obj\Release\battlezone\dmemory.obj,521,140,5,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\filters.obj,<REPO_ROOT>\build\obj\Release\battlezone\filters.obj,522,140,5,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\interval.obj,<REPO_ROOT>\build\obj\Release\battlezone\interval.obj,523,140,4,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\jparse.obj,<REPO_ROOT>\build\obj\Release\battlezone\jparse.obj,524,140,6,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\LabelMap.obj,<REPO_ROOT>\build\obj\Release\battlezone\LabelMap.obj,525,67596,41,1,2077184,103,0
<REPO_ROOT>\build\obj\Release\battlezone\localize.obj,<REPO_ROOT>\build\obj\Release\battlezone\localize.obj,526,676,14,1,2077360,104,0
<REPO_ROOT>\build\obj\Release\battlezone\logger.obj,<REPO_ROOT>\build\obj\Release\battlezone\logger.obj,527,208984,393,1,2094800,125,0
<REPO_ROOT>\build\obj\Release\battlezone\machcaps.obj,<REPO_ROOT>\build\obj\Release\battlezone\machcaps.obj,528,172,6,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\Math3d.obj,<REPO_ROOT>\build\obj\Release\battlezone\Math3d.obj,529,6572,7,1,2115488,617,0
<REPO_ROOT>\build\obj\Release\battlezone\Mathstd.obj,<REPO_ROOT>\build\obj\Release\battlezone\Mathstd.obj,530,140,3,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\Mdebug.obj,<REPO_ROOT>\build\obj\Release\battlezone\Mdebug.obj,531,140,4,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\menu.obj,<REPO_ROOT>\build\obj\Release\battlezone\menu.obj,532,1308,29,1,2116816,686,0
<REPO_ROOT>\build\obj\Release\battlezone\Resource.obj,<REPO_ROOT>\build\obj\Release\battlezone\Resource.obj,533,1812,26,1,2117712,145,0
<REPO_ROOT>\build\obj\Release\battlezone\scrnmgr.obj,<REPO_ROOT>\build\obj\Release\battlezone\scrnmgr.obj,534,708,13,1,2118304,224,0
<REPO_ROOT>\build\obj\Release\battlezone\scrolly.obj,<REPO_ROOT>\build\obj\Release\battlezone\scrolly.obj,535,4512,21,1,2119104,687,0
<REPO_ROOT>\build\obj\Release\battlezone\scrsave.obj,<REPO_ROOT>\build\obj\Release\battlezone\scrsave.obj,536,436,5,1,2120720,90,0
<REPO_ROOT>\build\obj\Release\battlezone\SimCut.obj,<REPO_ROOT>\build\obj\Release\battlezone\SimCut.obj,537,5064,9,1,2120816,225,0
<REPO_ROOT>\build\obj\Release\battlezone\Srandom.obj,<REPO_ROOT>\build\obj\Release\battlezone\Srandom.obj,538,968,4,1,2123760,261,0
<REPO_ROOT>\build\obj\Release\battlezone\textutil.obj,<REPO_ROOT>\build\obj\Release\battlezone\textutil.obj,539,140,11,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\Timers.obj,<REPO_ROOT>\build\obj\Release\battlezone\Timers.obj,540,1904,157,1,2124928,29,0
<REPO_ROOT>\build\obj\Release\battlezone\tinput.obj,<REPO_ROOT>\build\obj\Release\battlezone\tinput.obj,541,7516,21,1,2124960,25,0
<REPO_ROOT>\build\obj\Release\battlezone\vq.obj,<REPO_ROOT>\build\obj\Release\battlezone\vq.obj,542,2496,4,1,2128288,63,0
<REPO_ROOT>\build\obj\Release\battlezone\Vrtlmem.obj,<REPO_ROOT>\build\obj\Release\battlezone\Vrtlmem.obj,543,140,5,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\wiggle.obj,<REPO_ROOT>\build\obj\Release\battlezone\wiggle.obj,544,2060,11,1,2129072,1228,0
<REPO_ROOT>\build\obj\Release\battlezone\Wrapper.obj,<REPO_ROOT>\build\obj\Release\battlezone\Wrapper.obj,545,408,5,1,2130304,55,0
<REPO_ROOT>\build\obj\Release\battlezone\Damage.obj,<REPO_ROOT>\build\obj\Release\battlezone\Damage.obj,546,1868,14,1,2130368,230,0
<REPO_ROOT>\build\obj\Release\battlezone\compress.obj,<REPO_ROOT>\build\obj\Release\battlezone\compress.obj,547,980,100,1,2131120,165,0
<REPO_ROOT>\build\obj\Release\battlezone\Fileio.obj,<REPO_ROOT>\build\obj\Release\battlezone\Fileio.obj,548,140,9,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\Instid.obj,<REPO_ROOT>\build\obj\Release\battlezone\Instid.obj,549,704,4,1,2131392,173,0
<REPO_ROOT>\build\obj\Release\battlezone\objload.obj,<REPO_ROOT>\build\obj\Release\battlezone\objload.obj,550,7248,17,1,2131568,681,0
<REPO_ROOT>\build\obj\Release\battlezone\othrload.obj,<REPO_ROOT>\build\obj\Release\battlezone\othrload.obj,551,7908,22,1,2136000,123,0
<REPO_ROOT>\build\obj\Release\battlezone\vhclload.obj,<REPO_ROOT>\build\obj\Release\battlezone\vhclload.obj,552,4340,21,1,2138336,164,0
<REPO_ROOT>\build\obj\Release\battlezone\wildmat.obj,<REPO_ROOT>\build\obj\Release\battlezone\wildmat.obj,553,140,3,-1,0,-1,0
<REPO_ROOT>\build\obj\Release\battlezone\world2.obj,<REPO_ROOT>\build\obj\Release\battlezone\world2.obj,554,6712,11,1,2140800,451,0
<REPO_ROOT>\build\obj\Release\battlezone\Zfs.obj,<REPO_ROOT>\build\obj\Release\battlezone\Zfs.obj,555,4096,11,1,2141776,396,0
<REPO_ROOT>\build\obj\Release\battlezone\Zfsaux.obj,<REPO_ROOT>\build\obj\Release\battlezone\Zfsaux.obj,556,9076,10,1,2146160,87,0
<REPO_ROOT>\build\obj\Release\battlezone\PathDialog.res,<REPO_ROOT>\build\obj\Release\battlezone\PathDialog.res,557,252,2,-1,0,-1,0
<REPO_ROOT>\build\bin\Release\battlezone\battlezone98redux.exp,<REPO_ROOT>\build\bin\Release\battlezone\battlezone98redux.exp,558,304,0,-1,0,-1,0
<REPO_ROOT>\source\lzo\lzo1y_s1.obj,<REPO_ROOT>\source\lzo\lzo1y_s1.obj,-1,0,0,1,512,512,0
<REPO_ROOT>\source\lzo\lzo1x_s1.obj,<REPO_ROOT>\source\lzo\lzo1x_s1.obj,-1,0,0,1,0,512,0
Import:WINMM.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\winmm.lib,560,1636,0,-1,0,-1,0
WINMM.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\winmm.lib,559,196,0,-1,0,-1,0
Import:IMM32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\imm32.lib,562,72,0,-1,0,-1,0
IMM32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\imm32.lib,561,132,0,-1,0,-1,0
Import:DSOUND.dll,D:\Program Files (x86)\Microsoft DirectX SDK (June 2010)\Lib\x86\dsound.lib,564,140,0,-1,0,-1,0
DSOUND.dll,D:\Program Files (x86)\Microsoft DirectX SDK (June 2010)\Lib\x86\dsound.lib,563,132,0,-1,0,-1,0
e:\temp\193462\obj.x86fre\misc\dxerr\objfre\i386\dxerra.obj,D:\Program Files (x86)\Microsoft DirectX SDK (June 2010)\Lib\x86\dxerr.lib,565,8728,142,-1,0,-1,0
e:\temp\193462\obj.x86fre\misc\dxguid\daytona\objfre\i386\dxguid.obj,D:\Program Files (x86)\Microsoft DirectX SDK (June 2010)\Lib\x86\dxguid.lib,566,7164,89,-1,0,-1,0
Import:COMCTL32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\comctl32.lib,568,76,0,-1,0,-1,0
COMCTL32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\comctl32.lib,567,140,0,-1,0,-1,0
Import:KERNEL32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\kernel32.lib,570,5964,0,1,2230614,6,0
KERNEL32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\kernel32.lib,569,140,0,-1,0,-1,0
Import:USER32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\user32.lib,572,5172,0,-1,0,-1,0
USER32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\user32.lib,571,132,0,-1,0,-1,0
Import:GDI32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\gdi32.lib,574,2112,0,-1,0,-1,0
GDI32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\gdi32.lib,573,132,0,-1,0,-1,0
Import:COMDLG32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\comdlg32.lib,576,220,0,-1,0,-1,0
COMDLG32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\comdlg32.lib,575,140,0,-1,0,-1,0
Import:ADVAPI32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\advapi32.lib,578,292,0,-1,0,-1,0
ADVAPI32.dll,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\advapi32.lib,577,140,0,-1,0,-1,0
Import:OgreMain.dll,<REPO_ROOT>\source\extlibs\vc12\Ogre\lib\Release\OgreMain.lib,580,42180,0,1,2147878,6,0
OgreMain.dll,<REPO_ROOT>\source\extlibs\vc12\Ogre\lib\Release\OgreMain.lib,579,140,0,-1,0,-1,0
Import:OIS.dll,<REPO_ROOT>\source\extlibs\vc12\Ogre\lib\Release\OIS.lib,582,260,0,-1,0,-1,0
OIS.dll,<REPO_ROOT>\source\extlibs\vc12\Ogre\lib\Release\OIS.lib,581,124,0,-1,0,-1,0
Import:libvorbisfile.dll,<REPO_ROOT>\source\extlibs\vc12\OgreVideo\deplibs\Release\libvorbisfile.lib,584,384,0,-1,0,-1,0
libvorbisfile.dll,<REPO_ROOT>\source\extlibs\vc12\OgreVideo\deplibs\Release\libvorbisfile.lib,583,148,0,-1,0,-1,0
Import:libtheoraplayer.dll,<REPO_ROOT>\source\extlibs\vc12\OgreVideo\deplibs\Release\libtheoraplayer.lib,586,916,0,-1,0,-1,0
libtheoraplayer.dll,<REPO_ROOT>\source\extlibs\vc12\OgreVideo\deplibs\Release\libtheoraplayer.lib,585,148,0,-1,0,-1,0
Import:steam_api.dll,<REPO_ROOT>\source\steam\SDK\lib\steam_api.lib,588,1012,0,-1,0,-1,0
steam_api.dll,<REPO_ROOT>\source\steam\SDK\lib\steam_api.lib,587,140,0,-1,0,-1,0
Import:Plugin_TheoraVideoSystem.dll,<REPO_ROOT>\build\bin\Release\Plugin_TheoraVideoSystem\Plugin_TheoraVideoSystem.lib,590,1060,0,-1,0,-1,0
Plugin_TheoraVideoSystem.dll,<REPO_ROOT>\build\bin\Release\Plugin_TheoraVideoSystem\Plugin_TheoraVideoSystem.lib,589,172,0,-1,0,-1,0
..\..\build\obj\Release\Lua\bit.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,591,1636,13,1,2205076,42,0
..\..\build\obj\Release\Lua\lapi.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,592,8976,28,1,2152109,108,0
..\..\build\obj\Release\Lua\lauxlib.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,593,5904,17,1,2148664,120,0
..\..\build\obj\Release\Lua\lbaselib.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,594,5172,17,1,2184997,198,0
..\..\build\obj\Release\Lua\lcode.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,595,7560,26,1,2215924,211,0
..\..\build\obj\Release\Lua\ldblib.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,596,3380,16,1,2199221,17,0
..\..\build\obj\Release\Lua\ldebug.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,597,4112,30,1,2157425,197,0
..\..\build\obj\Release\Lua\ldo.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,598,3588,30,1,2162622,353,0
..\..\build\obj\Release\Lua\ldump.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,599,1280,18,1,2173401,36,0
..\..\build\obj\Release\Lua\lfunc.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,600,1416,19,1,2165680,125,0
..\..\build\obj\Release\Lua\lgc.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,601,3152,24,1,2166525,218,0
..\..\build\obj\Release\Lua\linit.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,602,264,14,1,2157360,65,0
..\..\build\obj\Release\Lua\llex.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,603,2632,26,1,2181258,41,0
..\..\build\obj\Release\Lua\lmathlib.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,604,3336,16,1,2196990,54,0
..\..\build\obj\Release\Lua\lmem.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,605,636,19,1,2181056,114,0
..\..\build\obj\Release\Lua\loadlib.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,606,2824,147,1,2202165,97,0
..\..\build\obj\Release\Lua\lobject.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,607,1480,26,1,2161090,290,0
..\..\build\obj\Release\Lua\lopcodes.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,608,136,13,-1,0,-1,0
..\..\build\obj\Release\Lua\lparser.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,609,8296,28,1,2206173,112,0
..\..\build\obj\Release\Lua\lstate.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,610,1328,24,1,2156446,14,0
..\..\build\obj\Release\Lua\lstring.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,611,680,20,1,2169973,161,0
..\..\build\obj\Release\Lua\lstrlib.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,612,5604,17,1,2191023,39,0
..\..\build\obj\Release\Lua\ltable.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,613,3120,22,1,2170588,60,0
..\..\build\obj\Release\Lua\ltablib.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,614,1740,14,1,2189106,125,0
..\..\build\obj\Release\Lua\ltm.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,615,556,21,1,2180860,39,0
..\..\build\obj\Release\Lua\lundump.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,616,1400,24,1,2214425,44,0
..\..\build\obj\Release\Lua\lvm.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,617,3572,29,1,2174232,339,0
..\..\build\obj\Release\Lua\lzio.obj,<REPO_ROOT>\build\bin\Release\Lua\Lua.lib,618,820,18,1,2162344,59,0
..\..\build\obj\Release\PebbleFL\PblTrace.obj,<REPO_ROOT>\build\bin\Release\PebbleFL\PebbleFL.lib,619,376,86,1,2230624,42,0
..\..\build\obj\Release\RedMemoryFL\RedMemoryPool.obj,<REPO_ROOT>\build\bin\Release\RedMemoryFL\RedMemoryFL.lib,620,2704,71,1,2220864,342,0
e:\8180.obj.x86fre\com\published\idlole\public\objfre\i386\cguid_i.obj,<WINDOWS_KITS>\8.1\lib\winv6.3\um\x86\uuid.lib,621,152,20,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\ehvecctr.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,622,868,8,1,2223752,98,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\ehvecdtr.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,623,1484,86,1,2223850,111,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\unhandld.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,624,616,97,1,2225338,65,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\atonexit.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,625,1148,94,1,2222896,60,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\cinitexe.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,626,248,92,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\crtexew.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,627,1784,101,1,2224092,185,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\dllargv.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,628,332,89,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\gs_cookie.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,629,252,83,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\gs_report.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,630,996,86,1,2223220,61,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\gs_support.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,631,644,99,1,2225761,156,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\merr.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,632,396,90,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\natstart.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,633,248,89,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\pesect.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,634,1240,83,1,2225440,67,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativecpp\ti_inst.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,635,368,20,1,2223146,74,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\wildcard.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,636,248,89,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\asm\dllsupp.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,637,304,1,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\asm\lldiv.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,638,480,3,1,2230736,170,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\asm\llmul.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,639,368,3,1,2230912,52,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\asm\llrem.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,640,480,3,1,2231024,178,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\chandler4gs.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,641,704,84,1,2225273,35,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\cpu_disp.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,642,740,90,1,2226032,377,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\fp8.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,643,472,92,1,2225981,39,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\ftol2.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,644,644,2,1,2224880,171,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\ftol3.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,645,1892,2,1,2231216,973,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\loadcfg.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,646,248,83,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\secchk.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,647,436,84,1,2222869,15,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\INTEL\dll_lib\sehprolg4.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,648,436,1,1,2225184,89,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\_newmode.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,649,248,89,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\xncommod.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,650,248,89,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\xtxtmode.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,651,184,9,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativec\xthdloc.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,652,248,92,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\asm\alloca16.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,653,384,2,1,2230976,44,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\asm\chkstk.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,654,384,2,1,2224800,43,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\almap\vsnprintf_s.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\almap\vsnprintf.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\almap\time.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\vmath\asm\\svml_ssinf4_sse2.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,655,584,2,1,2232208,448,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\vmath\asm\\svml_ssinf4_dispatch.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,656,400,1,1,2230720,5,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\vmath\asm\\svml_dtrig.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,657,2432,2,1,2232672,2384,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\rtc\nativecpp\\initsect.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,658,544,93,1,2225917,32,0
MSVCR120.dll,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,660,140,0,-1,0,-1,0
Import:MSVCR120.dll,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\MSVCRT.lib,659,17844,0,1,2224080,6,0
